Sl,Station_Names,Year,Month,Max_Temp,Min_Temp,Rainfall,Relative_Humidity,Wind_Speed,Cloud_Coverage,Bright_Sunshine,Station_Number,X_COR,Y_COR,LATITUDE,LONGITUDE,ALT,Period,Flood?
1845,Bogra,1988,10,35.1,22.8,43,82,0.9,2.5,8.4,41883,435303.7,751187.5,24.88,89.36,20,1988.1,
1846,Bogra,1988,11,34,17.7,92,79,0.9,1.8,8.1,41883,435303.7,751187.5,24.88,89.36,20,1988.11,
1847,Bogra,1988,12,30.4,14.8,1,81,0.5,1.1,8,41883,435303.7,751187.5,24.88,89.36,20,1988.12,
1848,Bogra,1989,1,27.7,9.9,0,73,0.9,0.6,8.5,41883,435303.7,751187.5,24.88,89.36,20,1989.01,
1849,Bogra,1989,2,31.4,12.8,16,67,1.5,0.9,8.6,41883,435303.7,751187.5,24.88,89.36,20,1989.02,
1850,Bogra,1989,3,35,17.2,2,64,1.2,1.3,8.6,41883,435303.7,751187.5,24.88,89.36,20,1989.03,
1851,Bogra,1989,4,42,22.4,0,64,2.2,1.5,8.5,41883,435303.7,751187.5,24.88,89.36,20,1989.04,
1852,Bogra,1989,5,41.7,24.6,130,78,2.1,3.7,6.5,41883,435303.7,751187.5,24.88,89.36,20,1989.05,
1853,Bogra,1989,6,35.7,25.4,253,83,2.5,5.3,5.3,41883,435303.7,751187.5,24.88,89.36,20,1989.06,
1854,Bogra,1989,7,35,25.8,594,87,1.8,6.1,3.7,41883,435303.7,751187.5,24.88,89.36,20,1989.07,1
1855,Bogra,1989,8,35,26.1,111,84,1.5,5.1,6,41883,435303.7,751187.5,24.88,89.36,20,1989.08,
1856,Bogra,1989,9,34.8,25.4,273,88,1.5,5.6,4.8,41883,435303.7,751187.5,24.88,89.36,20,1989.09,
1857,Bogra,1989,10,35.5,23.6,30,84,0.9,3.3,7.4,41883,435303.7,751187.5,24.88,89.36,20,1989.1,
1858,Bogra,1989,11,33,17,0,81,0.6,1.4,7.9,41883,435303.7,751187.5,24.88,89.36,20,1989.11,
1859,Bogra,1989,12,31,12.1,4,80,0.8,1.3,7.1,41883,435303.7,751187.5,24.88,89.36,20,1989.12,
1860,Bogra,1990,1,29.5,11.9,0,80,1,0.4,6.5,41883,435303.7,751187.5,24.88,89.36,20,1990.01,
1861,Bogra,1990,2,30.4,15,27,78,1,2.5,6.9,41883,435303.7,751187.5,24.88,89.36,20,1990.02,
1862,Bogra,1990,3,34.5,17.9,24,79,1.2,2.6,7.5,41883,435303.7,751187.5,24.88,89.36,20,1990.03,
1863,Bogra,1990,4,36,21.6,41,81,2.5,3.7,7.2,41883,435303.7,751187.5,24.88,89.36,20,1990.04,
1864,Bogra,1990,5,36.8,23.7,292,82,1.9,4.4,7.1,41883,435303.7,751187.5,24.88,89.36,20,1990.05,
1865,Bogra,1990,6,35,25.7,378,87,2.3,5.5,4.6,41883,435303.7,751187.5,24.88,89.36,20,1990.06,1
1866,Bogra,1990,7,34,25.9,499,90,1.6,6.1,3.5,41883,435303.7,751187.5,24.88,89.36,20,1990.07,1
1867,Bogra,1990,8,36,26.3,265,88,1.5,5,5.7,41883,435303.7,751187.5,24.88,89.36,20,1990.08,
1868,Bogra,1990,9,36.5,25.7,320,89,1.4,5.8,5.5,41883,435303.7,751187.5,24.88,89.36,20,1990.09,1
1869,Bogra,1990,10,34,21.9,227,88,1,4.1,6,41883,435303.7,751187.5,24.88,89.36,20,1990.1,
1870,Bogra,1990,11,34.3,18.7,4,78,0.7,1.9,7.9,41883,435303.7,751187.5,24.88,89.36,20,1990.11,
1871,Bogra,1990,12,30.6,13,0,75,0.5,0.9,7.7,41883,435303.7,751187.5,24.88,89.36,20,1990.12,
1872,Bogra,1991,1,28.2,10.8,4,74,0.7,1.3,7.2,41883,435303.7,751187.5,24.88,89.36,20,1991.01,
1873,Bogra,1991,2,32.4,14.8,14,71,0.8,1.2,8.4,41883,435303.7,751187.5,24.88,89.36,20,1991.02,
1874,Bogra,1991,3,36,19.5,8,70,1,1.7,8.2,41883,435303.7,751187.5,24.88,89.36,20,1991.03,
1875,Bogra,1991,4,38,22.1,48,73,1.6,2.7,8,41883,435303.7,751187.5,24.88,89.36,20,1991.04,
1876,Bogra,1991,5,38,22.7,416,88,2.3,6.3,4,41883,435303.7,751187.5,24.88,89.36,20,1991.05,1
1877,Bogra,1991,6,34.9,25.5,240,87,1.8,6.1,4,41883,435303.7,751187.5,24.88,89.36,20,1991.06,
1878,Bogra,1991,7,35.1,26.1,404,86,1.9,6,4.3,41883,435303.7,751187.5,24.88,89.36,20,1991.07,1
1879,Bogra,1991,8,37,26.3,207,85,1.5,5.7,5.5,41883,435303.7,751187.5,24.88,89.36,20,1991.08,
1880,Bogra,1991,9,34,24.9,733,91,1,6.2,3.1,41883,435303.7,751187.5,24.88,89.36,20,1991.09,1
1881,Bogra,1991,10,34.4,23.2,105,86,0.5,3.3,5.6,41883,435303.7,751187.5,24.88,89.36,20,1991.1,
1882,Bogra,1991,11,32.7,16.6,0,77,0.5,1.3,7.8,41883,435303.7,751187.5,24.88,89.36,20,1991.11,
1883,Bogra,1991,12,29,13.3,112,80,0.6,1.6,6.5,41883,435303.7,751187.5,24.88,89.36,20,1991.12,
1884,Bogra,1992,1,27.9,12.3,0,81,0.5,0.7,6,41883,435303.7,751187.5,24.88,89.36,20,1992.01,
1885,Bogra,1992,2,28.7,13.4,14,75,0.9,1.3,7.4,41883,435303.7,751187.5,24.88,89.36,20,1992.02,
1886,Bogra,1992,3,37.3,19,0,63,1.7,0.9,8.3,41883,435303.7,751187.5,24.88,89.36,20,1992.03,
1887,Bogra,1992,4,39.2,22.7,30,66,2.2,1.7,8.5,41883,435303.7,751187.5,24.88,89.36,20,1992.04,
1888,Bogra,1992,5,36.8,23,140,78,2.3,3.3,7.6,41883,435303.7,751187.5,24.88,89.36,20,1992.05,
1889,Bogra,1992,6,36.2,25,202,82,2.3,4.8,6.1,41883,435303.7,751187.5,24.88,89.36,20,1992.06,
1890,Bogra,1992,7,34.6,25.5,289,87,2.1,5.8,3.5,41883,435303.7,751187.5,24.88,89.36,20,1992.07,
1891,Bogra,1992,8,36.5,26.2,159,84,1.6,5.2,5.6,41883,435303.7,751187.5,24.88,89.36,20,1992.08,
1892,Bogra,1992,9,35.6,25.3,424,85,1.5,4.2,6.5,41883,435303.7,751187.5,24.88,89.36,20,1992.09,1
1893,Bogra,1992,10,34.3,23,106,83,1,2.7,7.6,41883,435303.7,751187.5,24.88,89.36,20,1992.1,
1894,Bogra,1992,11,34,17.6,3,77,0.8,1.5,7.8,41883,435303.7,751187.5,24.88,89.36,20,1992.11,
1895,Bogra,1992,12,28.5,12.6,0,76,0.8,0.5,7.8,41883,435303.7,751187.5,24.88,89.36,20,1992.12,
1896,Bogra,1993,1,28,11.2,65,81,1.1,1.1,6.1,41883,435303.7,751187.5,24.88,89.36,20,1993.01,
1897,Bogra,1993,2,32,15.7,3,75,1,1.5,7.1,41883,435303.7,751187.5,24.88,89.36,20,1993.02,
1898,Bogra,1993,3,34.5,17.6,14,65,1.6,1.5,8.1,41883,435303.7,751187.5,24.88,89.36,20,1993.03,
1899,Bogra,1993,4,36.3,21.2,58,72,1.9,2.9,7.5,41883,435303.7,751187.5,24.88,89.36,20,1993.04,
1900,Bogra,1993,5,35.5,23,268,81,2.2,5,6.2,41883,435303.7,751187.5,24.88,89.36,20,1993.05,
1901,Bogra,1993,6,35.4,25,466,87,2.3,5.8,4.9,41883,435303.7,751187.5,24.88,89.36,20,1993.06,1
1902,Bogra,1993,7,34.6,26.1,432,86,1.9,5.7,5.3,41883,435303.7,751187.5,24.88,89.36,20,1993.07,1
1903,Bogra,1993,8,33.7,26.3,266,87,1.5,6.1,4,41883,435303.7,751187.5,24.88,89.36,20,1993.08,
1904,Bogra,1993,9,35.8,25.5,240,87,1.1,5.6,5.1,41883,435303.7,751187.5,24.88,89.36,20,1993.09,
1905,Bogra,1993,10,34.3,23.4,95,83,0.6,3.1,7.2,41883,435303.7,751187.5,24.88,89.36,20,1993.1,
1906,Bogra,1993,11,32.3,18.9,1,78,0.6,1.5,7.8,41883,435303.7,751187.5,24.88,89.36,20,1993.11,
1907,Bogra,1993,12,31,14,0,75,0.4,1.3,7.8,41883,435303.7,751187.5,24.88,89.36,20,1993.12,
1908,Bogra,1994,1,29,12.8,10,72,0.8,1.3,6.7,41883,435303.7,751187.5,24.88,89.36,20,1994.01,
1909,Bogra,1994,2,31.5,13.6,26,71,0.6,1.4,7.9,41883,435303.7,751187.5,24.88,89.36,20,1994.02,
1910,Bogra,1994,3,36,19.2,4,69,1.5,1.4,8.2,41883,435303.7,751187.5,24.88,89.36,20,1994.03,
1911,Bogra,1994,4,38.5,22.2,114,70,1.6,3.1,8.1,41883,435303.7,751187.5,24.88,89.36,20,1994.04,
1912,Bogra,1994,5,41.5,24.6,94,76,1.8,4.3,7.2,41883,435303.7,751187.5,24.88,89.36,20,1994.05,
1913,Bogra,1994,6,35.6,25.8,289,85,1.9,6.2,4.4,41883,435303.7,751187.5,24.88,89.36,20,1994.06,
1914,Bogra,1994,7,35.6,26.3,173,81,2.1,6,5.7,41883,435303.7,751187.5,24.88,89.36,20,1994.07,
1915,Bogra,1994,8,37,26.3,208,83,1.5,5.9,5.3,41883,435303.7,751187.5,24.88,89.36,20,1994.08,
1916,Bogra,1994,9,35.6,25.2,263,82,1.1,4.9,5.6,41883,435303.7,751187.5,24.88,89.36,20,1994.09,
1917,Bogra,1994,10,35.3,23,156,77,0.9,2.5,8.1,41883,435303.7,751187.5,24.88,89.36,20,1994.1,
1918,Bogra,1994,11,32.2,18.5,5,76,0.6,2.6,6.7,41883,435303.7,751187.5,24.88,89.36,20,1994.11,
1919,Bogra,1994,12,29.5,12.8,0,69,0.4,0.7,7.6,41883,435303.7,751187.5,24.88,89.36,20,1994.12,
1920,Bogra,1995,1,28,10.7,16,69,0.9,1.4,7.2,41883,435303.7,751187.5,24.88,89.36,20,1995.01,
1921,Bogra,1995,2,28.6,14.4,16,70,1,1.8,7.1,41883,435303.7,751187.5,24.88,89.36,20,1995.02,
1922,Bogra,1995,3,38.7,18.3,14,65,0.9,2,8.2,41883,435303.7,751187.5,24.88,89.36,20,1995.03,
1923,Bogra,1995,4,39.2,23.5,0,66,1.5,2.2,8.7,41883,435303.7,751187.5,24.88,89.36,20,1995.04,
1924,Bogra,1995,5,38.6,25.7,111,77,2.5,4.5,7,41883,435303.7,751187.5,24.88,89.36,20,1995.05,
1925,Bogra,1995,6,37.5,26.6,475,86,1.8,6.2,3.6,41883,435303.7,751187.5,24.88,89.36,20,1995.06,1
1926,Bogra,1995,7,33.5,26.1,534,87,1.9,6.7,4.1,41883,435303.7,751187.5,24.88,89.36,20,1995.07,1
1927,Bogra,1995,8,34.5,26.4,432,86,1.5,6.1,4.1,41883,435303.7,751187.5,24.88,89.36,20,1995.08,1
1928,Bogra,1995,9,35.5,26.1,471,85,1.3,6,4.4,41883,435303.7,751187.5,24.88,89.36,20,1995.09,1
1929,Bogra,1995,10,34.2,23.9,117,81,0.4,3.1,7.3,41883,435303.7,751187.5,24.88,89.36,20,1995.1,
1930,Bogra,1995,11,34.1,19.1,70,76,0.5,2.5,6.8,41883,435303.7,751187.5,24.88,89.36,20,1995.11,
1931,Bogra,1995,12,28,13.5,1,73,0.4,0.7,7.2,41883,435303.7,751187.5,24.88,89.36,20,1995.12,
1932,Bogra,1996,1,27.7,12.2,3,77,0.6,1.3,7.1,41883,435303.7,751187.5,24.88,89.36,20,1996.01,
1933,Bogra,1996,2,30.4,15,28,74,0.7,1.1,8.3,41883,435303.7,751187.5,24.88,89.36,20,1996.02,
1934,Bogra,1996,3,35,20.2,7,69,1.1,1.8,8.8,41883,435303.7,751187.5,24.88,89.36,20,1996.03,
1935,Bogra,1996,4,39,23,401,69,1.1,2.6,8.4,41883,435303.7,751187.5,24.88,89.36,20,1996.04,1
1936,Bogra,1996,5,39.3,24.6,184,78,1.7,4.5,6.9,41883,435303.7,751187.5,24.88,89.36,20,1996.05,
1937,Bogra,1996,6,35.5,25.6,283,84,1.4,5.5,5.7,41883,435303.7,751187.5,24.88,89.36,20,1996.06,
1938,Bogra,1996,7,35.2,26.5,338,86,1.4,6.5,3.7,41883,435303.7,751187.5,24.88,89.36,20,1996.07,1
1939,Bogra,1996,8,37,26.3,171,85,1.4,6.3,5.2,41883,435303.7,751187.5,24.88,89.36,20,1996.08,
1940,Bogra,1996,9,36.7,26.2,335,86,0.6,4.9,5.8,41883,435303.7,751187.5,24.88,89.36,20,1996.09,1
1941,Bogra,1996,10,35.6,23,176,83,0.6,2.7,8,41883,435303.7,751187.5,24.88,89.36,20,1996.1,
1942,Bogra,1996,11,34,17.7,0,78,0.4,0.7,8.6,41883,435303.7,751187.5,24.88,89.36,20,1996.11,
1943,Bogra,1996,12,30.3,13.2,0,75,0.7,0.8,7.7,41883,435303.7,751187.5,24.88,89.36,20,1996.12,
1944,Bogra,1997,1,27,11.2,10,75,0.4,1.4,7.3,41883,435303.7,751187.5,24.88,89.36,20,1997.01,
1945,Bogra,1997,2,30.3,13.4,11,70,0.9,1.5,7.9,41883,435303.7,751187.5,24.88,89.36,20,1997.02,
1946,Bogra,1997,3,34.2,19.6,9,70,0.7,1.5,8.8,41883,435303.7,751187.5,24.88,89.36,20,1997.03,
1947,Bogra,1997,4,35.2,20.7,140,80,1,4,7.9,41883,435303.7,751187.5,24.88,89.36,20,1997.04,
1948,Bogra,1997,5,39,24.1,102,76,1.6,4,8.5,41883,435303.7,751187.5,24.88,89.36,20,1997.05,
1949,Bogra,1997,6,37.8,25.3,208,83,1.8,6,6.1,41883,435303.7,751187.5,24.88,89.36,20,1997.06,
1950,Bogra,1997,7,34.8,26.4,298,87,1.5,6.2,4.5,41883,435303.7,751187.5,24.88,89.36,20,1997.07,
1951,Bogra,1997,8,37.7,26.5,245,86,1.1,6.2,4.4,41883,435303.7,751187.5,24.88,89.36,20,1997.08,
1952,Bogra,1997,9,33.5,25.3,220,88,0.9,6.2,4.2,41883,435303.7,751187.5,24.88,89.36,20,1997.09,
1953,Bogra,1997,10,33.5,21.9,29,79,0.6,2.2,8.5,41883,435303.7,751187.5,24.88,89.36,20,1997.1,
1954,Bogra,1997,11,34.5,18.8,2,78,0.4,2.2,7.2,41883,435303.7,751187.5,24.88,89.36,20,1997.11,
1955,Bogra,1997,12,29.6,14,27,84,0.8,2.7,5.1,41883,435303.7,751187.5,24.88,89.36,20,1997.12,
1956,Bogra,1998,1,27.4,11,10,82,0.7,2.8,4.4,41883,435303.7,751187.5,24.88,89.36,20,1998.01,
1957,Bogra,1998,2,30.8,15,13,71,0.8,1.7,7.4,41883,435303.7,751187.5,24.88,89.36,20,1998.02,
1958,Bogra,1998,3,33,17.6,26,71,1,2.5,8.2,41883,435303.7,751187.5,24.88,89.36,20,1998.03,
1959,Bogra,1998,4,36.5,22.1,84,78,1.4,3.5,7.7,41883,435303.7,751187.5,24.88,89.36,20,1998.04,
1960,Bogra,1998,5,39,24.9,143,79,1.3,4.5,7,41883,435303.7,751187.5,24.88,89.36,20,1998.05,
1961,Bogra,1998,6,40.6,27,367,85,1.9,6,5.7,41883,435303.7,751187.5,24.88,89.36,20,1998.06,
1962,Bogra,1998,7,35,26.5,749,89,1.2,7,2.8,41883,435303.7,751187.5,24.88,89.36,20,1998.07,1
1963,Bogra,1998,8,35,26.6,563,89,0.8,7.1,3.5,41883,435303.7,751187.5,24.88,89.36,20,1998.08,1
1964,Bogra,1998,9,36,26.4,283,86,0.9,5,6,41883,435303.7,751187.5,24.88,89.36,20,1998.09,
1965,Bogra,1998,10,36.2,24.4,353,86,0.5,4,6.6,41883,435303.7,751187.5,24.88,89.36,20,1998.1,1
1966,Bogra,1998,11,33.8,20.6,10,79,0.5,2.1,7.7,41883,435303.7,751187.5,24.88,89.36,20,1998.11,
1967,Bogra,1998,12,31.8,14.8,0,77,0.6,0.3,8.3,41883,435303.7,751187.5,24.88,89.36,20,1998.12,
1968,Bogra,1999,1,29,11.9,0,76,0.9,0.5,7.9,41883,435303.7,751187.5,24.88,89.36,20,1999.01,
1969,Bogra,1999,2,33.5,15.8,0,70,0.8,0.7,8.6,41883,435303.7,751187.5,24.88,89.36,20,1999.02,
1970,Bogra,1999,3,35.6,19.3,0,62,1,0.6,9.1,41883,435303.7,751187.5,24.88,89.36,20,1999.03,
1971,Bogra,1999,4,37,25.1,9,74,1.6,2.8,6.8,41883,435303.7,751187.5,24.88,89.36,20,1999.04,
1972,Bogra,1999,5,37.2,24.4,246,82,1.4,4.6,6.2,41883,435303.7,751187.5,24.88,89.36,20,1999.05,
1973,Bogra,1999,6,37,26.5,265,84,1.3,5.7,5.2,41883,435303.7,751187.5,24.88,89.36,20,1999.06,
1974,Bogra,1999,7,35.8,26.3,343,87,1.1,6.5,4.7,41883,435303.7,751187.5,24.88,89.36,20,1999.07,1
1975,Bogra,1999,8,35,26.3,429,87,1.1,6.6,3.4,41883,435303.7,751187.5,24.88,89.36,20,1999.08,1
1976,Bogra,1999,9,34.1,25.7,168,87,1.1,5.5,4.3,41883,435303.7,751187.5,24.88,89.36,20,1999.09,
1977,Bogra,1999,10,35.2,24.4,133,84,0.7,4.1,6.5,41883,435303.7,751187.5,24.88,89.36,20,1999.1,
1978,Bogra,1999,11,33,19.1,17,78,0.4,1.2,8.9,41883,435303.7,751187.5,24.88,89.36,20,1999.11,
1979,Bogra,1999,12,30,14.6,0,77,0.4,0.2,8.7,41883,435303.7,751187.5,24.88,89.36,20,1999.12,
1980,Bogra,2000,1,28,12.1,18,78,0.7,1.2,7,41883,435303.7,751187.5,24.88,89.36,20,2000.01,
1981,Bogra,2000,2,27.7,13.5,35,72,0.7,1.9,7.7,41883,435303.7,751187.5,24.88,89.36,20,2000.02,
1982,Bogra,2000,3,32.8,18.5,76,72,0.8,1.8,7.8,41883,435303.7,751187.5,24.88,89.36,20,2000.03,
1983,Bogra,2000,4,36.4,22.7,158,78,1.8,3.9,7.1,41883,435303.7,751187.5,24.88,89.36,20,2000.04,
1984,Bogra,2000,5,37.5,24.2,272,81,1.2,5.1,5,41883,435303.7,751187.5,24.88,89.36,20,2000.05,
1985,Bogra,2000,6,36.8,26.2,250,83,1.1,6.2,4.4,41883,435303.7,751187.5,24.88,89.36,20,2000.06,
1986,Bogra,2000,7,35.1,26.6,190,84,1.4,5.7,5.1,41883,435303.7,751187.5,24.88,89.36,20,2000.07,
1987,Bogra,2000,8,35,26.6,289,85,0.9,5.9,3.9,41883,435303.7,751187.5,24.88,89.36,20,2000.08,
1988,Bogra,2000,9,36.2,25.2,466,87,0.8,5.6,4.6,41883,435303.7,751187.5,24.88,89.36,20,2000.09,1
1989,Bogra,2000,10,36,24.1,84,83,0.5,3,7.5,41883,435303.7,751187.5,24.88,89.36,20,2000.1,
1990,Bogra,2000,11,33.4,19.6,0,79,0.3,1.2,8.1,41883,435303.7,751187.5,24.88,89.36,20,2000.11,
1991,Bogra,2000,12,28.4,14,0,74,0.4,0.8,8.6,41883,435303.7,751187.5,24.88,89.36,20,2000.12,
1992,Bogra,2001,1,27.4,10.7,0,73,0.6,0.7,7.8,41883,435303.7,751187.5,24.88,89.36,20,2001.01,
1993,Bogra,2001,2,30.8,14.5,0,71,0.5,1,6.4,41883,435303.7,751187.5,24.88,89.36,20,2001.02,
1994,Bogra,2001,3,35.5,18.5,0,62,0.7,1.3,8.7,41883,435303.7,751187.5,24.88,89.36,20,2001.03,
1995,Bogra,2001,4,37.6,23.2,22,68,1.4,2.7,8.2,41883,435303.7,751187.5,24.88,89.36,20,2001.04,
1996,Bogra,2001,5,35.8,23.8,217,79,1,3.9,7.4,41883,435303.7,751187.5,24.88,89.36,20,2001.05,
1997,Bogra,2001,6,34.8,25.8,299,84,1.4,5.7,5.3,41883,435303.7,751187.5,24.88,89.36,20,2001.06,
1998,Bogra,2001,7,36,26.7,185,83,1.3,5.8,5.8,41883,435303.7,751187.5,24.88,89.36,20,2001.07,
1999,Bogra,2001,8,35.8,27,115,83,0.7,5.1,5.9,41883,435303.7,751187.5,24.88,89.36,20,2001.08,
2000,Bogra,2001,9,35.2,26.1,344,86,0.5,5.1,4.7,41883,435303.7,751187.5,24.88,89.36,20,2001.09,1
2001,Bogra,2001,10,34.5,24.1,203,86,0.4,4,6,41883,435303.7,751187.5,24.88,89.36,20,2001.1,
2002,Bogra,2001,11,32.5,19.9,8,82,0.3,2.1,5.9,41883,435303.7,751187.5,24.88,89.36,20,2001.11,
2003,Bogra,2001,12,27.8,13.6,0,82,0.4,0.9,7.1,41883,435303.7,751187.5,24.88,89.36,20,2001.12,
2004,Bogra,2002,1,28,13.2,0,79,0.4,1.5,6,41883,435303.7,751187.5,24.88,89.36,20,2002.01,
2005,Bogra,2002,2,31,14.8,0,69,0.7,1,8.1,41883,435303.7,751187.5,24.88,89.36,20,2002.02,
2006,Bogra,2002,3,35.2,19.4,5,67,0.8,1.7,8.4,41883,435303.7,751187.5,24.88,89.36,20,2002.03,
2007,Bogra,2002,4,35.1,22,284,79,1.6,4.2,7.3,41883,435303.7,751187.5,24.88,89.36,20,2002.04,
2008,Bogra,2002,5,37,24.1,123,81,1.3,4.4,6.7,41883,435303.7,751187.5,24.88,89.36,20,2002.05,
2009,Bogra,2002,6,34.4,25.6,254,88,1,6.5,4.3,41883,435303.7,751187.5,24.88,89.36,20,2002.06,
2010,Bogra,2002,7,35.2,26.1,476,90,0.7,6.9,2.1,41883,435303.7,751187.5,24.88,89.36,20,2002.07,1
2011,Bogra,2002,8,35.2,26.5,496,87,0.8,6,5.9,41883,435303.7,751187.5,24.88,89.36,20,2002.08,1
2012,Bogra,2002,9,36,25.6,326,87,0.7,5.1,6,41883,435303.7,751187.5,24.88,89.36,20,2002.09,
2013,Bogra,2002,10,35.1,23,27,84,0.2,2.6,8.2,41883,435303.7,751187.5,24.88,89.36,20,2002.1,
2014,Bogra,2002,11,33,19,20,80,0.3,2.1,7.3,41883,435303.7,751187.5,24.88,89.36,20,2002.11,
2015,Bogra,2002,12,30,14.1,0,82,0.2,1.2,5,41883,435303.7,751187.5,24.88,89.36,20,2002.12,
2016,Bogra,2003,1,28,9.5,4,83,0.7,0.9,5.6,41883,435303.7,751187.5,24.88,89.36,20,2003.01,
2017,Bogra,2003,2,30.5,15.2,53,75,0.5,1.6,8.3,41883,435303.7,751187.5,24.88,89.36,20,2003.02,
2018,Bogra,2003,3,34.6,18.4,72,72,0.9,2.1,8.1,41883,435303.7,751187.5,24.88,89.36,20,2003.03,
2019,Bogra,2003,4,36.8,23.1,113,77,1.2,3.6,7.8,41883,435303.7,751187.5,24.88,89.36,20,2003.04,
2020,Bogra,2003,5,38.7,23.9,214,77,1.3,4.6,7.4,41883,435303.7,751187.5,24.88,89.36,20,2003.05,
2021,Bogra,2003,6,36.2,25.7,364,85,1.4,6.1,4.3,41883,435303.7,751187.5,24.88,89.36,20,2003.06,1
2022,Bogra,2003,7,37.5,26.8,219,83,1.2,5.8,5.8,41883,435303.7,751187.5,24.88,89.36,20,2003.07,
2023,Bogra,2003,8,35.8,26.8,220,83,0.8,5.3,6.6,41883,435303.7,751187.5,24.88,89.36,20,2003.08,
2024,Bogra,2003,9,35.8,26.1,156,87,0.7,5.4,5.2,41883,435303.7,751187.5,24.88,89.36,20,2003.09,
2025,Bogra,2003,10,34.3,24.1,264,87,0.5,5,4.9,41883,435303.7,751187.5,24.88,89.36,20,2003.1,
2026,Bogra,2003,11,32,18.1,0,77,0.2,0.8,8.5,41883,435303.7,751187.5,24.88,89.36,20,2003.11,
2027,Bogra,2003,12,29.8,14.6,13,78,0.5,1.7,7.3,41883,435303.7,751187.5,24.88,89.36,20,2003.12,
2028,Bogra,2004,1,26,11.7,0,84,0.7,2.7,5.6,41883,435303.7,751187.5,24.88,89.36,20,2004.01,
2029,Bogra,2004,2,33,14.4,0,70,0.5,0.6,8.3,41883,435303.7,751187.5,24.88,89.36,20,2004.02,
2030,Bogra,2004,3,35.6,20.9,45,72,1.1,1.7,8.6,41883,435303.7,751187.5,24.88,89.36,20,2004.03,
2031,Bogra,2004,4,38,22.7,90,79,1.5,4.6,6.3,41883,435303.7,751187.5,24.88,89.36,20,2004.04,
2032,Bogra,2004,5,40.1,25.1,137,74,1.3,3.7,7.2,41883,435303.7,751187.5,24.88,89.36,20,2004.05,
2033,Bogra,2004,6,36,25,638,84,0.9,5.6,4.7,41883,435303.7,751187.5,24.88,89.36,20,2004.06,1
2034,Bogra,2004,7,34.2,25.8,529,86,1.3,6.2,3.8,41883,435303.7,751187.5,24.88,89.36,20,2004.07,1
2035,Bogra,2004,8,34.7,26.6,261,83,1.1,5.6,6.3,41883,435303.7,751187.5,24.88,89.36,20,2004.08,
2036,Bogra,2004,9,34.7,25.4,206,88,1.3,6.1,2.7,41883,435303.7,751187.5,24.88,89.36,20,2004.09,
2037,Bogra,2004,10,34.3,22.5,251,83,0.4,3.1,6.8,41883,435303.7,751187.5,24.88,89.36,20,2004.1,
2038,Bogra,2004,11,31.5,17.5,0,77,0.3,0.7,8.1,41883,435303.7,751187.5,24.88,89.36,20,2004.11,
2039,Bogra,2004,12,29.7,14.5,0,78,0.5,0.7,7.2,41883,435303.7,751187.5,24.88,89.36,20,2004.12,
2040,Bogra,2005,1,27,12.1,5,79,0.6,2,5.6,41883,435303.7,751187.5,24.88,89.36,20,2005.01,
2041,Bogra,2005,2,31.7,16,9,68,1,1.2,8.3,41883,435303.7,751187.5,24.88,89.36,20,2005.02,
2042,Bogra,2005,3,34.4,20.6,58,73,1.2,2.7,7,41883,435303.7,751187.5,24.88,89.36,20,2005.03,
2043,Bogra,2005,4,36,22.8,72,73,1.5,2.9,7.8,41883,435303.7,751187.5,24.88,89.36,20,2005.04,
2044,Bogra,2005,5,38.7,23.2,138,76,1.7,4.3,6.5,41883,435303.7,751187.5,24.88,89.36,20,2005.05,
2045,Bogra,2005,6,37.7,26.3,130,78,1.6,4.8,4.9,41883,435303.7,751187.5,24.88,89.36,20,2005.06,
2046,Bogra,2005,7,34.5,26.2,471,84,1.2,5.6,4,41883,435303.7,751187.5,24.88,89.36,20,2005.07,1
2047,Bogra,2005,8,35.4,26.7,328,85,1,5.8,4,41883,435303.7,751187.5,24.88,89.36,20,2005.08,
2048,Bogra,2005,9,36.6,26.2,356,83,0.8,4.7,5.5,41883,435303.7,751187.5,24.88,89.36,20,2005.09,1
2049,Bogra,2005,10,34.2,23.5,523,85,0.7,4.6,4.8,41883,435303.7,751187.5,24.88,89.36,20,2005.1,1
2050,Bogra,2005,11,32,18.1,0,80,0.4,1.2,7.7,41883,435303.7,751187.5,24.88,89.36,20,2005.11,
2051,Bogra,2005,12,29.8,13.9,1,75,0.4,0.9,8.6,41883,435303.7,751187.5,24.88,89.36,20,2005.12,
2052,Bogra,2006,1,28.6,11.9,0,80,0.6,1,5.7,41883,435303.7,751187.5,24.88,89.36,20,2006.01,
2053,Bogra,2006,2,34.8,17.9,0,76,0.5,0.7,5,41883,435303.7,751187.5,24.88,89.36,20,2006.02,
2054,Bogra,2006,3,37,19.3,12,62,0.7,1.3,9,41883,435303.7,751187.5,24.88,89.36,20,2006.03,
2055,Bogra,2006,4,36.3,22.4,143,76,1.4,3.5,6.5,41883,435303.7,751187.5,24.88,89.36,20,2006.04,
2056,Bogra,2006,5,37.3,24.4,193,77,1.3,4.2,6.7,41883,435303.7,751187.5,24.88,89.36,20,2006.05,
2057,Bogra,2006,6,36.6,26.1,184,83,1.3,5.9,3.8,41883,435303.7,751187.5,24.88,89.36,20,2006.06,
2058,Bogra,2006,7,37,26.8,192,83,1.5,5.7,5.2,41883,435303.7,751187.5,24.88,89.36,20,2006.07,
