Sl,Station_Names,Year,Month,Max_Temp,Min_Temp,Rainfall,Relative_Humidity,Wind_Speed,Cloud_Coverage,Bright_Sunshine,Station_Number,X_COR,Y_COR,LATITUDE,LONGITUDE,ALT,Period,Flood?
328,Barisal,1976,5,37.2,24.1,164,83,1.2,4.8,8.7,41950,536809.8,510151.9,22.7,90.36,4,1976.05,
329,Barisal,1976,6,34.2,24.7,330,87,1.2,6.6,4.3,41950,536809.8,510151.9,22.7,90.36,4,1976.06,1
330,Barisal,1976,7,33.2,24.6,350,89,1.6,6.8,4.6,41950,536809.8,510151.9,22.7,90.36,4,1976.07,1
331,Barisal,1976,8,34.7,23.8,379,90,1.1,6.7,4,41950,536809.8,510151.9,22.7,90.36,4,1976.08,1
332,Barisal,1976,9,32.8,25.1,305,87,1.2,5.2,4.9,41950,536809.8,510151.9,22.7,90.36,4,1976.09,
333,Barisal,1976,10,33.9,23.1,147,84,0.5,2.6,7.2,41950,536809.8,510151.9,22.7,90.36,4,1976.1,
334,Barisal,1976,11,32.8,20.3,23,83,0.3,2.2,7.9,41950,536809.8,510151.9,22.7,90.36,4,1976.11,
335,Barisal,1976,12,29.6,12.3,25,76,0.3,0.6,8.1,41950,536809.8,510151.9,22.7,90.36,4,1976.12,
336,Barisal,1977,1,28.3,11.1,9,75,0.4,0.6,9.3,41950,536809.8,510151.9,22.7,90.36,4,1977.01,
337,Barisal,1977,2,31.4,13.5,36,74,0.7,1.4,9.3,41950,536809.8,510151.9,22.7,90.36,4,1977.02,
338,Barisal,1977,3,34.9,21.3,0,75,1.3,1.9,8.3,41950,536809.8,510151.9,22.7,90.36,4,1977.03,
339,Barisal,1977,4,34.7,23.7,307,83,2.3,5,6.9,41950,536809.8,510151.9,22.7,90.36,4,1977.04,1
340,Barisal,1977,5,33.7,24.4,157,84,1.7,5.1,4.3,41950,536809.8,510151.9,22.7,90.36,4,1977.05,
341,Barisal,1977,6,34.4,25.6,557,89,1.7,6.2,3.4,41950,536809.8,510151.9,22.7,90.36,4,1977.06,1
342,Barisal,1977,7,33.2,26,299,90,1.4,6.3,3.6,41950,536809.8,510151.9,22.7,90.36,4,1977.07,1
343,Barisal,1977,8,33.4,26.1,138,88,1.3,6.2,5.2,41950,536809.8,510151.9,22.7,90.36,4,1977.08,
344,Barisal,1977,9,34.7,25.9,237,87,0.8,4.9,4.7,41950,536809.8,510151.9,22.7,90.36,4,1977.09,
345,Barisal,1977,10,33.3,23,69,84,0.3,3.1,8.3,41950,536809.8,510151.9,22.7,90.36,4,1977.1,
346,Barisal,1977,11,31.7,19.9,53,82,0.2,2.8,8.2,41950,536809.8,510151.9,22.7,90.36,4,1977.11,
347,Barisal,1977,12,29.4,13.7,0,77,0.2,1,8.3,41950,536809.8,510151.9,22.7,90.36,4,1977.12,
348,Barisal,1978,1,27.8,10.7,0,72,0.3,0.4,8.1,41950,536809.8,510151.9,22.7,90.36,4,1978.01,
349,Barisal,1978,2,31.4,14.2,0,68,0.3,1.1,8.4,41950,536809.8,510151.9,22.7,90.36,4,1978.02,
350,Barisal,1978,3,36.9,18.5,14,65,0.5,1.7,8.2,41950,536809.8,510151.9,22.7,90.36,4,1978.03,
351,Barisal,1978,4,35,22.2,242,78,1.1,3.3,8.3,41950,536809.8,510151.9,22.7,90.36,4,1978.04,
352,Barisal,1978,5,35.6,24.1,387,82,1.6,5,7.1,41950,536809.8,510151.9,22.7,90.36,4,1978.05,1
353,Barisal,1978,6,33.3,25.8,631,87,1.6,5.9,4.1,41950,536809.8,510151.9,22.7,90.36,4,1978.06,1
354,Barisal,1978,7,33.9,25.6,409,87,1.3,5.8,3.7,41950,536809.8,510151.9,22.7,90.36,4,1978.07,1
355,Barisal,1978,8,34.4,25.8,403,87,1.5,6,4.3,41950,536809.8,510151.9,22.7,90.36,4,1978.08,1
356,Barisal,1978,9,33.3,25.1,300,89,0.8,5.3,4.9,41950,536809.8,510151.9,22.7,90.36,4,1978.09,1
357,Barisal,1978,10,35.1,24.5,127,83,0.4,3.5,7.2,41950,536809.8,510151.9,22.7,90.36,4,1978.1,
358,Barisal,1978,11,32.9,19.4,3,78,0.4,1.3,7.9,41950,536809.8,510151.9,22.7,90.36,4,1978.11,
359,Barisal,1978,12,30.3,12.5,0,76,0.3,0.6,8.1,41950,536809.8,510151.9,22.7,90.36,4,1978.12,
360,Barisal,1979,1,30.6,12,1,75,0.3,0.6,8.8,41950,536809.8,510151.9,22.7,90.36,4,1979.01,
361,Barisal,1979,2,32.2,13.7,14,70,0.5,1.2,9.5,41950,536809.8,510151.9,22.7,90.36,4,1979.02,
362,Barisal,1979,3,35.6,19.2,30,66,1.2,1.9,8.8,41950,536809.8,510151.9,22.7,90.36,4,1979.03,
363,Barisal,1979,4,37.5,24.1,38,75,1.1,2.2,9.2,41950,536809.8,510151.9,22.7,90.36,4,1979.04,
364,Barisal,1979,5,37.2,26.1,67,77,1.6,2.9,10,41950,536809.8,510151.9,22.7,90.36,4,1979.05,
365,Barisal,1979,6,37.3,26.1,453,87,1.8,5.5,5.4,41950,536809.8,510151.9,22.7,90.36,4,1979.06,1
366,Barisal,1979,7,34.4,26,559,88,1.6,5.6,5.1,41950,536809.8,510151.9,22.7,90.36,4,1979.07,1
367,Barisal,1979,8,34.4,25.9,642,90,1.5,6.1,5.7,41950,536809.8,510151.9,22.7,90.36,4,1979.08,1
368,Barisal,1979,9,35.6,25.8,316,88,0.7,4.9,5.7,41950,536809.8,510151.9,22.7,90.36,4,1979.09,
369,Barisal,1979,10,33.3,23.8,127,83,0.5,2.4,8.8,41950,536809.8,510151.9,22.7,90.36,4,1979.1,
370,Barisal,1979,11,33.3,21.2,31,81,0.3,1.9,8.1,41950,536809.8,510151.9,22.7,90.36,4,1979.11,
371,Barisal,1979,12,28.4,14.8,47,80,0.3,0.9,9,41950,536809.8,510151.9,22.7,90.36,4,1979.12,
372,Barisal,1980,1,29.5,11.8,0,75,0.4,0.5,9,41950,536809.8,510151.9,22.7,90.36,4,1980.01,
373,Barisal,1980,2,32,14.1,55,75,0.4,1.5,9,41950,536809.8,510151.9,22.7,90.36,4,1980.02,
374,Barisal,1980,3,34.5,19.4,47,75,0.9,2.6,8.8,41950,536809.8,510151.9,22.7,90.36,4,1980.03,
375,Barisal,1980,4,37,25.3,13,75,2,3.4,9.2,41950,536809.8,510151.9,22.7,90.36,4,1980.04,
376,Barisal,1980,5,35.8,24.1,235,82,1.8,4.5,6.9,41950,536809.8,510151.9,22.7,90.36,4,1980.05,
377,Barisal,1980,6,34.6,25.9,272,88,1.6,5.9,4.5,41950,536809.8,510151.9,22.7,90.36,4,1980.06,1
378,Barisal,1980,7,33.4,26.2,526,91,1.5,6.1,4,41950,536809.8,510151.9,22.7,90.36,4,1980.07,1
379,Barisal,1980,8,34.7,26.2,297,89,1.3,5.6,4.7,41950,536809.8,510151.9,22.7,90.36,4,1980.08,1
380,Barisal,1980,9,34.1,26.2,192,87,0.8,5.3,6.1,41950,536809.8,510151.9,22.7,90.36,4,1980.09,
381,Barisal,1980,10,33.8,23.4,282,88,0.5,2.9,6.2,41950,536809.8,510151.9,22.7,90.36,4,1980.1,1
382,Barisal,1980,11,32.2,17.5,0,77,0.3,0.8,10,41950,536809.8,510151.9,22.7,90.36,4,1980.11,
383,Barisal,1980,12,28.3,13.9,0,76,0.4,1.6,7.1,41950,536809.8,510151.9,22.7,90.36,4,1980.12,
384,Barisal,1981,1,28,13.1,24,79,0.6,1.6,8.4,41950,536809.8,510151.9,22.7,90.36,4,1981.01,
385,Barisal,1981,2,33.1,15.7,43,76,0.5,1.5,7.8,41950,536809.8,510151.9,22.7,90.36,4,1981.02,
386,Barisal,1981,3,33.5,19.5,115,77,1,3.6,6.6,41950,536809.8,510151.9,22.7,90.36,4,1981.03,
387,Barisal,1981,4,34,22.7,412,84,1.3,4.4,7.4,41950,536809.8,510151.9,22.7,90.36,4,1981.04,1
388,Barisal,1981,5,33.9,24.1,280,84,1.1,5.2,6.6,41950,536809.8,510151.9,22.7,90.36,4,1981.05,1
389,Barisal,1981,6,35,25.8,433,85,1.1,5.6,4.3,41950,536809.8,510151.9,22.7,90.36,4,1981.06,1
390,Barisal,1981,7,32.1,25.3,521,91,1,6.3,2.5,41950,536809.8,510151.9,22.7,90.36,4,1981.07,1
391,Barisal,1981,8,33.3,25.8,217,88,1.4,5.7,4.7,41950,536809.8,510151.9,22.7,90.36,4,1981.08,
392,Barisal,1981,9,35,25.4,173,86,0.7,5,5.3,41950,536809.8,510151.9,22.7,90.36,4,1981.09,
393,Barisal,1981,10,33.3,23.2,71,81,0.2,2.1,8.1,41950,536809.8,510151.9,22.7,90.36,4,1981.1,
394,Barisal,1981,11,32.8,17.6,0,76,0.3,1.2,8.9,41950,536809.8,510151.9,22.7,90.36,4,1981.11,
395,Barisal,1981,12,28.7,13,33,76,0.6,2.1,7.5,41950,536809.8,510151.9,22.7,90.36,4,1981.12,
396,Barisal,1982,1,29.8,12.4,0,74,0.2,0.4,8.1,41950,536809.8,510151.9,22.7,90.36,4,1982.01,
397,Barisal,1982,2,30.6,16.2,57,76,0.3,2.2,8.3,41950,536809.8,510151.9,22.7,90.36,4,1982.02,
398,Barisal,1982,3,35.2,19.3,17,71,0.6,2.4,9.6,41950,536809.8,510151.9,22.7,90.36,4,1982.03,
399,Barisal,1982,4,34.4,22.6,178,79,1.7,4.3,9.4,41950,536809.8,510151.9,22.7,90.36,4,1982.04,
400,Barisal,1982,5,37,25.9,65,76,1,2.7,9.2,41950,536809.8,510151.9,22.7,90.36,4,1982.05,
401,Barisal,1982,6,37.8,25.6,465,87,1.1,5.9,3.9,41950,536809.8,510151.9,22.7,90.36,4,1982.06,1
402,Barisal,1982,7,34,26.2,223,86,1.3,5.5,5.3,41950,536809.8,510151.9,22.7,90.36,4,1982.07,
403,Barisal,1982,8,32.1,25.3,593,89,1.7,6.3,4.3,41950,536809.8,510151.9,22.7,90.36,4,1982.08,1
404,Barisal,1982,9,33.9,25.3,219,84,0.9,4.7,7,41950,536809.8,510151.9,22.7,90.36,4,1982.09,
405,Barisal,1982,10,34,23.1,6,80,0.3,1.9,8.4,41950,536809.8,510151.9,22.7,90.36,4,1982.1,
406,Barisal,1982,11,32.7,17.1,34,78,0.3,1.5,7.8,41950,536809.8,510151.9,22.7,90.36,4,1982.11,
407,Barisal,1982,12,28.2,12,11,76,0.3,0.5,8.3,41950,536809.8,510151.9,22.7,90.36,4,1982.12,
408,Barisal,1983,1,28.2,11.9,8,77,0.3,1.2,7.7,41950,536809.8,510151.9,22.7,90.36,4,1983.01,
409,Barisal,1983,2,31.4,14.4,39,73,0.6,2.4,7.7,41950,536809.8,510151.9,22.7,90.36,4,1983.02,
410,Barisal,1983,3,35.3,21.2,18,76,1.4,2.6,8.4,41950,536809.8,510151.9,22.7,90.36,4,1983.03,
411,Barisal,1983,4,36.7,23,92,76,2,3.1,9.1,41950,536809.8,510151.9,22.7,90.36,4,1983.04,
412,Barisal,1983,5,35.9,24.2,318,81,1.5,4.3,8.4,41950,536809.8,510151.9,22.7,90.36,4,1983.05,1
413,Barisal,1983,6,34.8,25.8,292,86,1.3,5.6,5.1,41950,536809.8,510151.9,22.7,90.36,4,1983.06,1
414,Barisal,1983,7,34.2,26,399,86,1.3,6.1,3.7,41950,536809.8,510151.9,22.7,90.36,4,1983.07,1
415,Barisal,1983,8,33.5,25.9,575,89,1.3,6.2,3.7,41950,536809.8,510151.9,22.7,90.36,4,1983.08,1
416,Barisal,1983,9,34.3,25.6,312,91,0.9,5.9,5.5,41950,536809.8,510151.9,22.7,90.36,4,1983.09,1
417,Barisal,1983,10,34.6,23.8,192,92,0.4,3.8,6.9,41950,536809.8,510151.9,22.7,90.36,4,1983.1,
418,Barisal,1983,11,33.8,19,48,84,0.3,2.3,8.1,41950,536809.8,510151.9,22.7,90.36,4,1983.11,
419,Barisal,1983,12,28.4,12.8,19,83,0.3,1.4,8.1,41950,536809.8,510151.9,22.7,90.36,4,1983.12,
420,Barisal,1984,1,27.6,11.7,16,83,0.3,1.4,8.2,41950,536809.8,510151.9,22.7,90.36,4,1984.01,
421,Barisal,1984,2,32.6,13.4,0,77,0.5,1.8,8.4,41950,536809.8,510151.9,22.7,90.36,4,1984.02,
422,Barisal,1984,3,36.6,19.7,1,74,1.1,1.6,8.2,41950,536809.8,510151.9,22.7,90.36,4,1984.03,
423,Barisal,1984,4,36.3,23.8,102,82,1.8,4,7.8,41950,536809.8,510151.9,22.7,90.36,4,1984.04,
424,Barisal,1984,5,34.8,25.2,283,85,2,5.9,7,41950,536809.8,510151.9,22.7,90.36,4,1984.05,1
425,Barisal,1984,6,35.6,25.3,1025,90,1.3,7.2,3.7,41950,536809.8,510151.9,22.7,90.36,4,1984.06,1
426,Barisal,1984,7,32.8,24.9,448,90,1.3,6.9,4.2,41950,536809.8,510151.9,22.7,90.36,4,1984.07,1
427,Barisal,1984,8,35.2,25.6,431,90,1.1,7.1,3.5,41950,536809.8,510151.9,22.7,90.36,4,1984.08,1
428,Barisal,1984,9,34,25.1,224,88,0.8,5.1,5.8,41950,536809.8,510151.9,22.7,90.36,4,1984.09,1
429,Barisal,1984,10,34,24.4,118,89,0.5,4.2,6.7,41950,536809.8,510151.9,22.7,90.36,4,1984.1,
430,Barisal,1984,11,31.5,16.6,0,83,0.2,0.9,8.3,41950,536809.8,510151.9,22.7,90.36,4,1984.11,
431,Barisal,1984,12,29.5,13,1,84,0.4,1.4,8.1,41950,536809.8,510151.9,22.7,90.36,4,1984.12,
432,Barisal,1985,1,30.2,12.6,1,84,0.2,1.4,7.5,41950,536809.8,510151.9,22.7,90.36,4,1985.01,
433,Barisal,1985,2,31.4,14.3,2,77,0.6,1.1,8.6,41950,536809.8,510151.9,22.7,90.36,4,1985.02,
434,Barisal,1985,3,36.7,22.4,45,81,1.8,3.6,7.5,41950,536809.8,510151.9,22.7,90.36,4,1985.03,
435,Barisal,1985,4,36.6,24.6,64,81,1.9,4.7,8.4,41950,536809.8,510151.9,22.7,90.36,4,1985.04,
436,Barisal,1985,5,35,24.2,226,88,1.7,5.1,7.9,41950,536809.8,510151.9,22.7,90.36,4,1985.05,1
437,Barisal,1985,6,36.2,25.8,322,91,1.5,6.3,3.9,41950,536809.8,510151.9,22.7,90.36,4,1985.06,1
438,Barisal,1985,7,34.5,25.3,291,93,1.5,6.8,3.3,41950,536809.8,510151.9,22.7,90.36,4,1985.07,1
439,Barisal,1985,8,35,25.9,308,90,1.5,6.7,5.2,41950,536809.8,510151.9,22.7,90.36,4,1985.08,1
440,Barisal,1985,9,34.6,25.4,180,90,1,5.9,5.1,41950,536809.8,510151.9,22.7,90.36,4,1985.09,
441,Barisal,1985,10,34.5,22.8,198,86,0.5,2.5,8.6,41950,536809.8,510151.9,22.7,90.36,4,1985.1,
442,Barisal,1985,11,32,17.6,8,85,0.3,1.6,8.3,41950,536809.8,510151.9,22.7,90.36,4,1985.11,
443,Barisal,1985,12,30,13.4,0,84,0.2,0.7,8.4,41950,536809.8,510151.9,22.7,90.36,4,1985.12,
444,Barisal,1986,1,29.5,11.5,6,86,0.3,1.4,7.1,41950,536809.8,510151.9,22.7,90.36,4,1986.01,
445,Barisal,1986,2,32,14.7,0,81,0.3,1.5,8.6,41950,536809.8,510151.9,22.7,90.36,4,1986.02,
446,Barisal,1986,3,38.4,20.4,7,75,0.8,1.2,8.4,41950,536809.8,510151.9,22.7,90.36,4,1986.03,
447,Barisal,1986,4,35.4,23.2,102,80,1.7,4.5,8,41950,536809.8,510151.9,22.7,90.36,4,1986.04,
448,Barisal,1986,5,36.8,23.7,181,83,0.7,3.7,8.3,41950,536809.8,510151.9,22.7,90.36,4,1986.05,
449,Barisal,1986,6,36,25.9,254,87,1.3,5.7,4.9,41950,536809.8,510151.9,22.7,90.36,4,1986.06,1
450,Barisal,1986,7,35.5,25.2,381,91,0.8,6.4,3.9,41950,536809.8,510151.9,22.7,90.36,4,1986.07,1
451,Barisal,1986,8,35.2,26,252,87,0.8,5.9,5,41950,536809.8,510151.9,22.7,90.36,4,1986.08,1
452,Barisal,1986,9,35,24.8,526,92,0.6,6.1,3.4,41950,536809.8,510151.9,22.7,90.36,4,1986.09,1
453,Barisal,1986,10,33,22.7,135,88,0.2,3.3,7.6,41950,536809.8,510151.9,22.7,90.36,4,1986.1,
454,Barisal,1986,11,33.5,19.3,274,88,0.2,2.7,7.3,41950,536809.8,510151.9,22.7,90.36,4,1986.11,1
455,Barisal,1986,12,29.5,14.3,1,88,0.1,1.4,8.1,41950,536809.8,510151.9,22.7,90.36,4,1986.12,
456,Barisal,1987,1,29.2,12,4,84,0.3,0.6,8.6,41950,536809.8,510151.9,22.7,90.36,4,1987.01,
457,Barisal,1987,2,33.3,14.8,3,80,0.2,1.4,8.1,41950,536809.8,510151.9,22.7,90.36,4,1987.02,
458,Barisal,1987,3,37.2,19.9,8,77,0.9,2.9,8,41950,536809.8,510151.9,22.7,90.36,4,1987.03,
459,Barisal,1987,4,37.5,23.7,150,82,1.5,4.2,7.7,41950,536809.8,510151.9,22.7,90.36,4,1987.04,
460,Barisal,1987,5,36.6,24.6,96,82,0.9,3.7,8.4,41950,536809.8,510151.9,22.7,90.36,4,1987.05,
461,Barisal,1987,6,39.6,26.6,275,85,1.5,5.7,5.1,41950,536809.8,510151.9,22.7,90.36,4,1987.06,1
462,Barisal,1987,7,33.8,25.4,568,94,0.9,7,1.8,41950,536809.8,510151.9,22.7,90.36,4,1987.07,1
463,Barisal,1987,8,34,25.4,683,90,0.9,6.4,3.6,41950,536809.8,510151.9,22.7,90.36,4,1987.08,1
464,Barisal,1987,9,34,26,302,89,0.6,6,4,41950,536809.8,510151.9,22.7,90.36,4,1987.09,1
465,Barisal,1987,10,34.2,23.7,93,86,0.1,2.1,8.5,41950,536809.8,510151.9,22.7,90.36,4,1987.1,
466,Barisal,1987,11,32.5,19.6,37,84,0.2,2.7,7.1,41950,536809.8,510151.9,22.7,90.36,4,1987.11,
467,Barisal,1987,12,29,14.1,0,83,0.1,1.3,8.3,41950,536809.8,510151.9,22.7,90.36,4,1987.12,
468,Barisal,1988,1,28,12.1,0,81,0.2,0.5,8.3,41950,536809.8,510151.9,22.7,90.36,4,1988.01,
469,Barisal,1988,2,31,15.6,22,79,0.3,1.6,7.9,41950,536809.8,510151.9,22.7,90.36,4,1988.02,
470,Barisal,1988,3,35.2,21.1,65,77,0.7,3,8.2,41950,536809.8,510151.9,22.7,90.36,4,1988.03,
471,Barisal,1988,4,37,24.3,96,79,1.1,4,8,41950,536809.8,510151.9,22.7,90.36,4,1988.04,
472,Barisal,1988,5,34.5,25.5,393,84,1.4,5.6,6.2,41950,536809.8,510151.9,22.7,90.36,4,1988.05,1
473,Barisal,1988,6,34.6,25.4,565,88,1.2,6,3.8,41950,536809.8,510151.9,22.7,90.36,4,1988.06,1
474,Barisal,1988,7,33.5,25.9,422,90,1.3,6.5,4,41950,536809.8,510151.9,22.7,90.36,4,1988.07,1
475,Barisal,1988,8,32.4,26.2,459,91,1.3,7.1,2.8,41950,536809.8,510151.9,22.7,90.36,4,1988.08,1
476,Barisal,1988,9,35,25.9,228,88,0.5,5.7,6.1,41950,536809.8,510151.9,22.7,90.36,4,1988.09,
477,Barisal,1988,10,33.5,23.5,101,87,0.3,3.2,7.4,41950,536809.8,510151.9,22.7,90.36,4,1988.1,
478,Barisal,1988,11,31.5,18.9,113,86,0.6,2.5,7.6,41950,536809.8,510151.9,22.7,90.36,4,1988.11,
479,Barisal,1988,12,29.4,15.5,0,84,0.2,0.7,8.1,41950,536809.8,510151.9,22.7,90.36,4,1988.12,
480,Barisal,1989,1,27.1,10.2,0,79,0.3,0.3,8.3,41950,536809.8,510151.9,22.7,90.36,4,1989.01,
481,Barisal,1989,2,31.6,15.7,14,75,0.6,0.9,8.8,41950,536809.8,510151.9,22.7,90.36,4,1989.02,
482,Barisal,1989,3,36.2,19.9,1,70,0.7,2,8.8,41950,536809.8,510151.9,22.7,90.36,4,1989.03,
483,Barisal,1989,4,35.5,24.7,89,80,2.2,3.7,9,41950,536809.8,510151.9,22.7,90.36,4,1989.04,
484,Barisal,1989,5,35.5,26,164,84,1.7,4.6,7.8,41950,536809.8,510151.9,22.7,90.36,4,1989.05,
485,Barisal,1989,6,34.5,25.7,206,87,1.3,6,5.5,41950,536809.8,510151.9,22.7,90.36,4,1989.06,
486,Barisal,1989,7,33.6,25.4,453,89,1.3,6.3,4.9,41950,536809.8,510151.9,22.7,90.36,4,1989.07,1
487,Barisal,1989,8,32.7,25.4,203,88,1,5.7,4.3,41950,536809.8,510151.9,22.7,90.36,4,1989.08,
488,Barisal,1989,9,33,25.1,413,90,0.6,5.7,4.9,41950,536809.8,510151.9,22.7,90.36,4,1989.09,1
489,Barisal,1989,10,34.2,24.1,451,90,0.3,4.4,4.8,41950,536809.8,510151.9,22.7,90.36,4,1989.1,1
490,Barisal,1989,11,32,17.8,0,84,0.1,1.1,8.5,41950,536809.8,510151.9,22.7,90.36,4,1989.11,
491,Barisal,1989,12,28.5,12.3,0,81,0.3,0.6,8.3,41950,536809.8,510151.9,22.7,90.36,4,1989.12,
492,Barisal,1990,1,29.9,12.5,0,83,0.3,0.5,7.1,41950,536809.8,510151.9,22.7,90.36,4,1990.01,
493,Barisal,1990,2,31.7,17.4,79,81,0.4,3.2,7.2,41950,536809.8,510151.9,22.7,90.36,4,1990.02,
494,Barisal,1990,3,33.6,19,182,82,0.7,4,8.1,41950,536809.8,510151.9,22.7,90.36,4,1990.03,
495,Barisal,1990,4,34.6,22.9,139,82,1.9,4.8,8.4,41950,536809.8,510151.9,22.7,90.36,4,1990.04,
496,Barisal,1990,5,35,24.3,352,85,0.7,5.3,6.6,41950,536809.8,510151.9,22.7,90.36,4,1990.05,1
497,Barisal,1990,6,39.4,25.4,386,89,1.4,6.4,3.4,41950,536809.8,510151.9,22.7,90.36,4,1990.06,1
498,Barisal,1990,7,32.5,25.4,457,92,1,6.9,2.9,41950,536809.8,510151.9,22.7,90.36,4,1990.07,1
499,Barisal,1990,8,34,25.6,299,87,1,5.6,6,41950,536809.8,510151.9,22.7,90.36,4,1990.08,1
500,Barisal,1990,9,34,25.2,190,89,0.8,5.7,5.4,41950,536809.8,510151.9,22.7,90.36,4,1990.09,
501,Barisal,1990,10,33.6,22.6,194,86,0.5,4,6.2,41950,536809.8,510151.9,22.7,90.36,4,1990.1,
502,Barisal,1990,11,33,20.1,70,85,0.2,2.9,6.7,41950,536809.8,510151.9,22.7,90.36,4,1990.11,
503,Barisal,1990,12,29.2,13.9,30,82,0.2,1.5,7.2,41950,536809.8,510151.9,22.7,90.36,4,1990.12,
504,Barisal,1991,1,28.6,12.1,10,82,0.2,1.6,6.8,41950,536809.8,510151.9,22.7,90.36,4,1991.01,
505,Barisal,1991,2,33.2,16.5,14,80,0.5,1,8.1,41950,536809.8,510151.9,22.7,90.36,4,1991.02,
506,Barisal,1991,3,36.2,21.8,38,78,0.6,1.9,8.9,41950,536809.8,510151.9,22.7,90.36,4,1991.03,
507,Barisal,1991,4,36,24.3,53,79,1.5,4.2,7.9,41950,536809.8,510151.9,22.7,90.36,4,1991.04,
508,Barisal,1991,5,33.5,24.5,191,86,2.5,6.1,5.8,41950,536809.8,510151.9,22.7,90.36,4,1991.05,
509,Barisal,1991,6,34.4,25.1,562,90,1.3,6.6,3,41950,536809.8,510151.9,22.7,90.36,4,1991.06,1
510,Barisal,1991,7,33.3,25.7,356,88,1.5,6.5,3.9,41950,536809.8,510151.9,22.7,90.36,4,1991.07,1
511,Barisal,1991,8,35.5,25.3,369,89,1.2,6.7,4.2,41950,536809.8,510151.9,22.7,90.36,4,1991.08,1
512,Barisal,1991,9,33.5,25,232,90,0.6,6.4,3.4,41950,536809.8,510151.9,22.7,90.36,4,1991.09,1
513,Barisal,1991,10,33.5,23.7,497,89,0.5,4.5,5.5,41950,536809.8,510151.9,22.7,90.36,4,1991.1,1
514,Barisal,1991,11,30.5,17.9,54,82,0.2,2.2,6.8,41950,536809.8,510151.9,22.7,90.36,4,1991.11,
515,Barisal,1991,12,29.4,13.4,16,82,0.2,1.8,6.8,41950,536809.8,510151.9,22.7,90.36,4,1991.12,
516,Barisal,1992,1,28,11.6,4,81,0.2,0.6,7,41950,536809.8,510151.9,22.7,90.36,4,1992.01,
517,Barisal,1992,2,29.5,15.3,98,82,0.6,2,7.3,41950,536809.8,510151.9,22.7,90.36,4,1992.02,
518,Barisal,1992,3,36,22.2,0,77,1.3,2.2,7.9,41950,536809.8,510151.9,22.7,90.36,4,1992.03,
519,Barisal,1992,4,37.8,25.3,1,79,1.9,2.9,8.4,41950,536809.8,510151.9,22.7,90.36,4,1992.04,
520,Barisal,1992,5,35.5,23.9,205,83,1.3,4.1,7.2,41950,536809.8,510151.9,22.7,90.36,4,1992.05,
521,Barisal,1992,6,35,25.9,190,88,1.2,5.5,5,41950,536809.8,510151.9,22.7,90.36,4,1992.06,
522,Barisal,1992,7,35.5,25.5,299,90,1.3,6.9,2.6,41950,536809.8,510151.9,22.7,90.36,4,1992.07,1
523,Barisal,1992,8,34.3,25.3,326,91,1.2,6.1,4.6,41950,536809.8,510151.9,22.7,90.36,4,1992.08,1
524,Barisal,1992,9,34.8,25.4,210,88,0.8,4.7,5.5,41950,536809.8,510151.9,22.7,90.36,4,1992.09,
525,Barisal,1992,10,34,23.6,98,88,0.4,3.2,7.3,41950,536809.8,510151.9,22.7,90.36,4,1992.1,
526,Barisal,1992,11,32.5,18.8,8,83,0.1,3.2,6.4,41950,536809.8,510151.9,22.7,90.36,4,1992.11,
527,Barisal,1992,12,28,12.2,0,82,0.3,0.5,7.5,41950,536809.8,510151.9,22.7,90.36,4,1992.12,
528,Barisal,1993,1,28.5,11.6,1,83,0.2,0.8,6.8,41950,536809.8,510151.9,22.7,90.36,4,1993.01,
529,Barisal,1993,2,31.6,16.3,35,83,0.7,1.2,8.1,41950,536809.8,510151.9,22.7,90.36,4,1993.02,
530,Barisal,1993,3,35.5,18.4,173,77,0.8,2,7.9,41950,536809.8,510151.9,22.7,90.36,4,1993.03,
531,Barisal,1993,4,36,22.6,216,83,1.2,3.9,8.8,41950,536809.8,510151.9,22.7,90.36,4,1993.04,
532,Barisal,1993,5,34.5,23.8,352,87,1.6,5.2,6.9,41950,536809.8,510151.9,22.7,90.36,4,1993.05,1
533,Barisal,1993,6,34.4,25.5,384,89,2.1,6.1,4.9,41950,536809.8,510151.9,22.7,90.36,4,1993.06,1
534,Barisal,1993,7,33.2,25.5,408,90,2.1,6.4,3.9,41950,536809.8,510151.9,22.7,90.36,4,1993.07,1
535,Barisal,1993,8,33.8,25.7,556,91,1.5,6.6,3.5,41950,536809.8,510151.9,22.7,90.36,4,1993.08,1
536,Barisal,1993,9,34.6,25,245,89,0.9,5.9,4.1,41950,536809.8,510151.9,22.7,90.36,4,1993.09,
537,Barisal,1993,10,33.5,23.9,134,87,0.3,3.5,6.6,41950,536809.8,510151.9,22.7,90.36,4,1993.1,
538,Barisal,1993,11,31.2,18.9,12,86,0.1,1.3,7.9,41950,536809.8,510151.9,22.7,90.36,4,1993.11,
539,Barisal,1993,12,29.5,13.8,0,81,0.2,1.3,7.6,41950,536809.8,510151.9,22.7,90.36,4,1993.12,
540,Barisal,1994,1,29.6,12.2,4,71,0.4,0.4,7.7,41950,536809.8,510151.9,22.7,90.36,4,1994.01,
541,Barisal,1994,2,31,14.6,13,72,0.4,1.4,7.8,41950,536809.8,510151.9,22.7,90.36,4,1994.02,
542,Barisal,1994,3,34.8,21.3,92,73,1.3,2.5,8.1,41950,536809.8,510151.9,22.7,90.36,4,1994.03,
